,hour_of_day,hour_of_day_bins,is_weekend,city,merchant_category,payment_method,account_age_years,time_since_last_txn_hrs,time_since_last_txn_hrs_bins,failed_attempts,is_international,pin_changed_recently,is_night_transaction,is_fraud
84941,14,50%-75%,0,Berlin,Education,Crypto,2.2,12.55,50%-75%,0,0,0,0,0
84942,21,75%-max,0,Los Angeles,Education,Debit Card,4.1,17.41,75%-max,0,0,0,0,0
84943,19,75%-max,0,Guadalajara,Education,Credit Card,3.8,12.03,50%-75%,0,0,0,0,0
84944,1,min-25%,0,Rio,Clothing,Bank Transfer,2.0,15.42,50%-75%,0,1,0,1,0
84945,22,75%-max,0,Rio,Electronics,Debit Card,0.1,7.4,25%-50%,0,1,1,1,0
84946,19,75%-max,0,Vancouver,Clothing,Credit Card,4.7,27.55,75%-max,0,0,0,0,0
84947,7,25%-50%,1,Mexico City,Restaurant,Mobile Payment,5.7,7.4,25%-50%,0,1,0,0,0
84948,8,25%-50%,0,Rio,Grocery,Credit Card,4.8,10.99,50%-75%,0,1,0,0,0
84949,3,min-25%,0,Osaka,Utilities,Debit Card,0.5,15.54,50%-75%,0,1,0,1,1
84950,8,25%-50%,1,Sydney,Clothing,Debit Card,1.4,50.77,75%-max,0,0,0,0,0
84951,20,75%-max,0,Guadalajara,Education,Debit Card,4.1,18.79,75%-max,1,0,0,0,0
84952,11,25%-50%,0,Tokyo,Fuel,Credit Card,4.0,6.54,25%-50%,0,0,0,0,1
84953,17,50%-75%,0,Sydney,Fuel,Credit Card,6.9,14.72,50%-75%,0,0,0,0,0
84954,23,75%-max,1,Rio,Clothing,Mobile Payment,5.5,5.69,25%-50%,0,0,0,1,1
84955,0,,1,Paris,Healthcare,Credit Card,1.2,86.19,75%-max,2,0,0,1,0
84956,12,25%-50%,0,Los Angeles,Crypto Exchange,Debit Card,1.6,23.48,75%-max,3,1,0,0,0
84957,3,min-25%,1,Sydney,Electronics,Debit Card,6.4,1.54,min-25%,1,0,0,1,0
84958,21,75%-max,0,São Paulo,Clothing,Credit Card,4.6,17.05,75%-max,0,0,0,0,0
84959,17,50%-75%,0,Melbourne,Crypto Exchange,Credit Card,4.6,16.69,75%-max,0,0,0,0,0
84960,6,min-25%,1,Rio,Education,Debit Card,1.6,2.06,min-25%,1,0,0,1,0
84961,7,25%-50%,0,São Paulo,Utilities,Credit Card,1.0,9.14,50%-75%,1,0,0,0,0
84962,21,75%-max,1,Sydney,Electronics,Debit Card,11.9,35.03,75%-max,0,0,0,0,0
84963,2,min-25%,0,Melbourne,Jewelry,Credit Card,1.5,2.62,min-25%,0,0,0,1,0
84964,9,25%-50%,0,Rio,Entertainment,Debit Card,5.4,25.19,75%-max,0,0,0,0,0
84965,17,50%-75%,0,Mexico City,Grocery,Credit Card,0.5,21.78,75%-max,0,1,0,0,0
84966,0,,0,Lyon,Fuel,Debit Card,1.3,30.36,75%-max,0,0,0,1,0
84967,20,75%-max,0,Melbourne,Crypto Exchange,Debit Card,0.6,11.02,50%-75%,0,0,0,0,0
84968,9,25%-50%,0,Osaka,ATM Withdrawal,Credit Card,2.3,0.59,min-25%,0,1,0,0,0
84969,3,min-25%,1,São Paulo,ATM Withdrawal,Credit Card,2.1,0.64,min-25%,0,0,0,1,1
84970,22,75%-max,0,New York,Entertainment,Debit Card,2.7,2.44,min-25%,0,0,0,1,0
84971,1,min-25%,0,Melbourne,Grocery,Bank Transfer,6.5,5.61,25%-50%,0,0,0,1,0
84972,5,min-25%,1,Lyon,Online Shopping,Credit Card,0.3,8.16,25%-50%,0,0,0,1,1
84973,5,min-25%,1,London,Electronics,Debit Card,0.6,46.04,75%-max,0,0,0,1,1
84974,9,25%-50%,1,Sydney,Travel,Bank Transfer,2.2,26.37,75%-max,0,0,0,0,0
84975,18,50%-75%,0,Mexico City,Clothing,Mobile Payment,2.8,27.29,75%-max,0,0,0,0,0
84976,14,50%-75%,1,Berlin,Restaurant,Credit Card,2.9,27.69,75%-max,0,1,0,0,0
84977,10,25%-50%,0,Munich,Fuel,Credit Card,11.7,12.65,50%-75%,0,0,0,0,0
84978,18,50%-75%,0,Lyon,Entertainment,Debit Card,4.1,2.43,min-25%,0,0,0,0,0
84979,20,75%-max,0,New York,Healthcare,Mobile Payment,2.3,8.7,50%-75%,0,0,0,0,0
84980,20,75%-max,0,Vancouver,Restaurant,Credit Card,10.4,0.95,min-25%,0,0,0,0,0
84981,6,min-25%,1,Mumbai,Fuel,Bank Transfer,9.0,5.51,25%-50%,0,0,0,1,0
84982,4,min-25%,1,São Paulo,Education,Debit Card,2.3,22.83,75%-max,0,1,0,1,0
84983,22,75%-max,0,Melbourne,Healthcare,Mobile Payment,2.3,4.43,25%-50%,2,0,0,1,0
84984,18,50%-75%,0,Mumbai,Utilities,Mobile Payment,1.8,1.03,min-25%,0,0,0,0,0
84985,22,75%-max,0,Tokyo,Clothing,Bank Transfer,5.0,1.83,min-25%,5,0,0,1,0
84986,20,75%-max,0,Munich,Electronics,Credit Card,4.5,10.36,50%-75%,0,0,0,0,0
84987,18,50%-75%,0,Sydney,Jewelry,Debit Card,0.1,1.25,min-25%,0,0,0,0,0
84988,21,75%-max,0,New York,Restaurant,Credit Card,0.8,40.62,75%-max,0,0,0,0,0
84989,22,75%-max,0,Los Angeles,Entertainment,Credit Card,12.1,3.89,25%-50%,0,0,0,1,0
84990,7,25%-50%,0,Vancouver,Online Shopping,Debit Card,2.8,4.36,25%-50%,0,1,0,0,0
84991,8,25%-50%,1,London,Online Shopping,Debit Card,0.2,40.32,75%-max,1,0,1,0,0
84992,0,,0,Toronto,Online Shopping,Mobile Payment,10.5,19.1,75%-max,0,0,0,1,0
84993,6,min-25%,0,Paris,Utilities,Cheque,1.1,16.01,50%-75%,2,1,0,1,0
84994,5,min-25%,0,Mumbai,Healthcare,Debit Card,2.7,19.92,75%-max,0,0,0,1,0
84995,2,min-25%,1,Lyon,Education,Mobile Payment,2.9,12.77,50%-75%,3,0,0,1,0
84996,4,min-25%,0,Lyon,Fuel,Credit Card,11.0,6.89,25%-50%,3,0,0,1,0
84997,4,min-25%,1,New York,Entertainment,Debit Card,4.6,34.14,75%-max,0,0,0,1,0
84998,11,25%-50%,0,Toronto,Education,Crypto,0.4,11.65,50%-75%,0,0,0,0,0
84999,22,75%-max,0,Berlin,Healthcare,Credit Card,0.2,30.53,75%-max,1,0,1,1,0
85000,8,25%-50%,1,New York,Education,Debit Card,4.8,7.19,25%-50%,0,0,0,0,0
85001,17,50%-75%,0,Melbourne,Jewelry,Debit Card,10.0,6.58,25%-50%,0,0,0,0,0
85002,0,,1,Rio,Entertainment,Credit Card,2.2,16.5,50%-75%,0,0,0,1,0
85003,15,50%-75%,0,Mumbai,Education,Credit Card,6.6,10.98,50%-75%,0,1,0,0,0
85004,22,75%-max,0,Guadalajara,Online Shopping,Credit Card,9.9,0.31,min-25%,1,0,0,1,0
85005,6,min-25%,1,Berlin,Clothing,Credit Card,0.7,13.16,50%-75%,1,0,0,1,0
85006,9,25%-50%,1,Melbourne,Jewelry,Mobile Payment,0.1,7.77,25%-50%,0,0,0,0,0
85007,23,75%-max,0,São Paulo,Electronics,Debit Card,4.1,0.02,min-25%,0,0,1,1,0
85008,6,min-25%,1,São Paulo,Online Shopping,Debit Card,12.0,7.89,25%-50%,0,0,0,1,0
85009,0,,1,Rio,Restaurant,Credit Card,2.5,0.01,min-25%,2,0,0,1,0
85010,11,25%-50%,0,São Paulo,Electronics,Mobile Payment,2.7,14.59,50%-75%,0,0,0,0,0
85011,19,75%-max,0,Berlin,Jewelry,Credit Card,13.8,11.87,50%-75%,0,0,0,0,0
85012,23,75%-max,0,Lyon,Grocery,Bank Transfer,15.3,8.79,50%-75%,0,0,0,1,0
85013,2,min-25%,0,Lyon,Grocery,Credit Card,4.2,45.08,75%-max,0,0,0,1,0
85014,15,50%-75%,0,Mumbai,Restaurant,Bank Transfer,0.8,12.25,50%-75%,0,0,0,0,0
85015,0,,0,Guadalajara,Utilities,Bank Transfer,1.4,0.93,min-25%,0,0,0,1,0
85016,23,75%-max,0,Toronto,Electronics,Debit Card,4.7,6.88,25%-50%,0,1,0,1,0
85017,16,50%-75%,0,Paris,Entertainment,Debit Card,0.9,6.62,25%-50%,0,0,0,0,0
85018,15,50%-75%,0,Manchester,Clothing,Credit Card,3.2,24.57,75%-max,1,0,0,0,0
85019,13,50%-75%,1,New York,ATM Withdrawal,Debit Card,21.8,9.91,50%-75%,0,0,0,0,0
85020,7,25%-50%,0,Toronto,Clothing,Crypto,0.9,4.81,25%-50%,0,0,0,0,0
85021,6,min-25%,0,Berlin,Electronics,Bank Transfer,0.9,17.19,75%-max,0,0,0,1,0
85022,13,50%-75%,0,Rio,ATM Withdrawal,Credit Card,1.6,0.4,min-25%,0,0,0,0,0
85023,21,75%-max,0,Guadalajara,Fuel,Debit Card,0.2,24.7,75%-max,0,0,0,0,0
85024,17,50%-75%,0,Rio,Gaming,Mobile Payment,20.4,4.97,25%-50%,0,0,0,0,0
85025,19,75%-max,0,Osaka,Clothing,Debit Card,0.3,0.98,min-25%,1,0,0,0,0
85026,19,75%-max,0,Los Angeles,Utilities,Credit Card,1.0,12.4,50%-75%,3,0,0,0,0
85027,1,min-25%,1,Toronto,Healthcare,Debit Card,6.2,10.09,50%-75%,0,0,0,1,0
85028,12,25%-50%,0,Toronto,Electronics,Mobile Payment,1.5,24.66,75%-max,0,0,0,0,0
85029,23,75%-max,0,Toronto,Jewelry,Debit Card,1.2,10.93,50%-75%,0,0,1,1,1
85030,3,min-25%,0,Mexico City,Utilities,Credit Card,0.2,7.34,25%-50%,0,0,0,1,0
85031,3,min-25%,0,Berlin,Jewelry,Credit Card,2.1,21.49,75%-max,0,0,0,1,0
85032,8,25%-50%,0,Lyon,Restaurant,Credit Card,1.2,29.95,75%-max,0,0,0,0,0
85033,5,min-25%,0,Delhi,Crypto Exchange,Credit Card,2.5,8.81,50%-75%,0,0,0,1,0
85034,21,75%-max,0,São Paulo,Crypto Exchange,Debit Card,0.9,10.24,50%-75%,0,0,0,0,1
85035,9,25%-50%,0,New York,Utilities,Credit Card,2.0,2.84,min-25%,0,0,0,0,0
85036,5,min-25%,1,Lyon,Utilities,Credit Card,0.5,13.02,50%-75%,1,0,0,1,0
85037,5,min-25%,0,Lyon,Utilities,Credit Card,0.4,15.03,50%-75%,0,0,0,1,0
85038,5,min-25%,1,Delhi,Gaming,Credit Card,1.1,0.19,min-25%,0,0,0,1,1
85039,5,min-25%,1,Paris,Online Shopping,Debit Card,3.2,3.01,min-25%,0,0,0,1,0
85040,4,min-25%,1,Vancouver,Entertainment,Bank Transfer,30.0,2.92,min-25%,1,0,0,1,0
85041,18,50%-75%,0,Berlin,Jewelry,Bank Transfer,5.2,24.43,75%-max,0,0,0,0,0
85042,15,50%-75%,1,Osaka,Gaming,Debit Card,1.1,12.97,50%-75%,0,0,0,0,0
85043,5,min-25%,0,Osaka,Clothing,Debit Card,20.0,2.05,min-25%,0,0,0,1,0
85044,7,25%-50%,0,Melbourne,Jewelry,Credit Card,12.5,8.74,50%-75%,0,0,0,0,0
85045,12,25%-50%,1,Rio,Entertainment,Debit Card,3.3,6.93,25%-50%,1,0,0,0,0
85046,23,75%-max,1,Toronto,Jewelry,Debit Card,6.1,35.63,75%-max,0,0,0,1,0
85047,11,25%-50%,1,Rio,ATM Withdrawal,Debit Card,4.0,2.86,min-25%,0,0,0,0,0
85048,13,50%-75%,0,Mexico City,Travel,Crypto,3.0,27.04,75%-max,3,0,0,0,0
85049,7,25%-50%,0,Toronto,Online Shopping,Mobile Payment,0.2,11.18,50%-75%,0,0,0,0,0
85050,13,50%-75%,1,Melbourne,Crypto Exchange,Credit Card,4.2,12.63,50%-75%,0,0,0,0,0
85051,9,25%-50%,0,Delhi,Fuel,Credit Card,3.2,17.0,75%-max,1,0,0,0,0
85052,6,min-25%,1,Berlin,ATM Withdrawal,Mobile Payment,15.7,17.04,75%-max,0,0,0,1,0
85053,1,min-25%,0,Berlin,Online Shopping,Debit Card,17.0,2.88,min-25%,0,1,0,1,0
85054,0,,0,Tokyo,Grocery,Cheque,3.9,4.88,25%-50%,0,0,0,1,0
85055,14,50%-75%,0,Mumbai,Grocery,Credit Card,7.7,6.97,25%-50%,0,0,0,0,0
85056,3,min-25%,0,Rio,Crypto Exchange,Credit Card,3.8,15.38,50%-75%,0,0,0,1,0
85057,23,75%-max,1,Vancouver,Gaming,Mobile Payment,1.8,29.58,75%-max,0,0,0,1,0
85058,7,25%-50%,0,Munich,Clothing,Debit Card,19.3,3.66,25%-50%,0,0,0,0,0
85059,8,25%-50%,1,Munich,Crypto Exchange,Bank Transfer,2.5,16.57,75%-max,0,0,0,0,0
85060,0,,1,Mexico City,Clothing,Bank Transfer,1.8,2.54,min-25%,0,1,0,1,0
85061,3,min-25%,1,Tokyo,Healthcare,Bank Transfer,0.4,9.2,50%-75%,1,1,0,1,0
85062,1,min-25%,0,Mumbai,Education,Bank Transfer,17.4,17.62,75%-max,3,0,0,1,0
85063,13,50%-75%,0,Tokyo,Entertainment,Debit Card,2.2,5.19,25%-50%,0,0,1,0,0
85064,8,25%-50%,0,Rio,Gaming,Crypto,1.2,81.4,75%-max,0,0,0,0,0
85065,14,50%-75%,0,Guadalajara,Online Shopping,Mobile Payment,0.2,11.29,50%-75%,0,0,0,0,0
85066,20,75%-max,0,Berlin,Restaurant,Crypto,1.9,2.85,min-25%,1,0,0,0,0
85067,1,min-25%,0,Berlin,Utilities,Credit Card,3.1,19.13,75%-max,0,1,0,1,0
85068,4,min-25%,0,Mumbai,Online Shopping,Debit Card,2.0,18.94,75%-max,0,0,0,1,0
85069,13,50%-75%,0,Mumbai,Fuel,Debit Card,8.7,23.49,75%-max,0,1,0,0,0
85070,14,50%-75%,1,New York,Fuel,Debit Card,22.3,31.9,75%-max,0,0,0,0,0
85071,20,75%-max,1,Guadalajara,Fuel,Credit Card,1.1,11.3,50%-75%,0,0,0,0,0
85072,23,75%-max,1,Paris,Entertainment,Crypto,4.0,15.97,50%-75%,0,0,0,1,0
85073,0,,0,Delhi,Jewelry,Cheque,8.4,0.55,min-25%,2,0,0,1,0
85074,5,min-25%,0,Mexico City,Crypto Exchange,Cheque,0.6,1.27,min-25%,1,0,0,1,0
85075,21,75%-max,0,Melbourne,Healthcare,Credit Card,2.7,1.97,min-25%,0,0,0,0,0
85076,20,75%-max,0,Munich,Travel,Debit Card,9.0,11.96,50%-75%,0,0,0,0,0
85077,18,50%-75%,1,New York,Electronics,Credit Card,0.4,0.55,min-25%,0,0,0,0,0
85078,17,50%-75%,0,Mexico City,Fuel,Bank Transfer,8.9,3.37,min-25%,2,0,0,0,0
85079,2,min-25%,0,Melbourne,Grocery,Mobile Payment,5.5,1.4,min-25%,0,0,0,1,0
85080,11,25%-50%,1,Manchester,Travel,Credit Card,7.7,1.3,min-25%,1,0,0,0,0
85081,14,50%-75%,1,Melbourne,Jewelry,Debit Card,3.9,1.42,min-25%,0,0,0,0,0
85082,16,50%-75%,0,Sydney,Jewelry,Credit Card,8.0,9.74,50%-75%,0,0,0,0,0
85083,15,50%-75%,0,Delhi,Healthcare,Bank Transfer,0.1,1.27,min-25%,0,0,0,0,0
85084,22,75%-max,0,Mexico City,Education,Debit Card,5.7,32.93,75%-max,0,0,0,1,0
85085,14,50%-75%,0,Lyon,Healthcare,Credit Card,2.2,9.56,50%-75%,0,0,0,0,0
85086,7,25%-50%,1,Mexico City,Grocery,Bank Transfer,4.2,21.99,75%-max,3,0,0,0,0
85087,2,min-25%,0,New York,Fuel,Crypto,6.9,0.65,min-25%,1,0,0,1,0
85088,8,25%-50%,1,Berlin,Electronics,Debit Card,5.7,1.32,min-25%,1,0,0,0,0
85089,4,min-25%,0,Berlin,Education,Bank Transfer,8.0,1.06,min-25%,0,0,0,1,0
85090,3,min-25%,0,Mexico City,Fuel,Debit Card,3.1,16.42,50%-75%,5,0,0,1,1
85091,20,75%-max,0,Manchester,Fuel,Credit Card,11.3,1.39,min-25%,2,0,0,0,1
85092,1,min-25%,1,Delhi,Entertainment,Credit Card,16.6,1.48,min-25%,1,0,0,1,0
85093,11,25%-50%,0,Delhi,Grocery,Credit Card,0.3,5.33,25%-50%,1,0,0,0,0
85094,23,75%-max,1,Los Angeles,Clothing,Cheque,15.8,10.61,50%-75%,2,0,1,1,0
85095,22,75%-max,0,Delhi,ATM Withdrawal,Credit Card,12.0,1.57,min-25%,0,0,0,1,0
85096,16,50%-75%,0,Guadalajara,Clothing,Credit Card,7.7,0.5,min-25%,0,0,0,0,0
85097,0,,0,Mumbai,Gaming,Mobile Payment,1.2,0.42,min-25%,0,0,0,1,0
85098,0,,0,Mexico City,ATM Withdrawal,Mobile Payment,3.9,10.64,50%-75%,0,0,0,1,0
85099,3,min-25%,0,Lyon,Fuel,Credit Card,1.5,0.34,min-25%,0,0,0,1,0
85100,14,50%-75%,0,London,Travel,Credit Card,7.4,8.13,25%-50%,0,0,0,0,0
85101,18,50%-75%,0,Guadalajara,Clothing,Debit Card,4.7,3.0,min-25%,0,0,0,0,0
85102,4,min-25%,0,Melbourne,ATM Withdrawal,Credit Card,7.2,5.54,25%-50%,0,0,0,1,0
85103,9,25%-50%,1,Delhi,Education,Debit Card,0.3,9.82,50%-75%,0,1,0,0,0
85104,4,min-25%,0,Guadalajara,Clothing,Debit Card,4.9,10.67,50%-75%,0,0,0,1,0
85105,0,,1,São Paulo,Fuel,Mobile Payment,2.9,11.39,50%-75%,0,0,0,1,0
85106,0,,0,Munich,Crypto Exchange,Credit Card,0.2,1.54,min-25%,0,0,0,1,1
85107,18,50%-75%,1,Melbourne,ATM Withdrawal,Credit Card,8.6,22.43,75%-max,0,0,1,0,0
85108,2,min-25%,0,Los Angeles,Entertainment,Bank Transfer,2.0,22.38,75%-max,0,1,0,1,0
85109,23,75%-max,0,Munich,Fuel,Debit Card,7.8,1.25,min-25%,0,0,0,1,0
85110,7,25%-50%,0,Delhi,Restaurant,Debit Card,0.3,7.09,25%-50%,0,0,0,0,0
85111,21,75%-max,1,Mexico City,ATM Withdrawal,Mobile Payment,4.9,28.8,75%-max,2,1,0,0,0
85112,14,50%-75%,0,Manchester,Clothing,Debit Card,1.3,21.49,75%-max,0,0,0,0,0
85113,9,25%-50%,0,Vancouver,Online Shopping,Debit Card,0.3,25.0,75%-max,0,0,0,0,0
85114,23,75%-max,0,Sydney,Gaming,Credit Card,4.7,29.62,75%-max,0,0,0,1,0
85115,23,75%-max,0,New York,Electronics,Credit Card,1.9,38.73,75%-max,0,0,0,1,0
85116,1,min-25%,0,Tokyo,Entertainment,Debit Card,2.0,17.82,75%-max,0,0,0,1,0
85117,8,25%-50%,1,Guadalajara,Jewelry,Credit Card,6.3,2.35,min-25%,1,1,0,0,0
85118,23,75%-max,0,London,Healthcare,Credit Card,30.0,28.68,75%-max,1,0,0,1,0
85119,18,50%-75%,1,Mexico City,Jewelry,Bank Transfer,1.2,13.52,50%-75%,2,0,1,0,0
85120,18,50%-75%,0,London,Fuel,Cheque,0.7,3.15,min-25%,0,0,0,0,0
85121,17,50%-75%,1,Mumbai,Jewelry,Credit Card,5.9,1.54,min-25%,1,0,0,0,0
85122,16,50%-75%,1,Mexico City,Online Shopping,Debit Card,0.8,7.42,25%-50%,0,0,0,0,0
85123,18,50%-75%,1,Osaka,Restaurant,Debit Card,1.5,2.27,min-25%,0,0,1,0,0
85124,1,min-25%,0,Mexico City,Crypto Exchange,Debit Card,1.1,47.05,75%-max,0,0,1,1,0
85125,17,50%-75%,0,Lyon,Entertainment,Credit Card,1.0,9.5,50%-75%,2,0,0,0,0
85126,16,50%-75%,0,Paris,ATM Withdrawal,Mobile Payment,0.1,41.79,75%-max,0,0,0,0,0
85127,22,75%-max,0,Paris,Gaming,Crypto,9.1,27.62,75%-max,0,0,0,1,0
85128,15,50%-75%,0,Melbourne,ATM Withdrawal,Debit Card,0.9,7.03,25%-50%,0,0,0,0,0
85129,13,50%-75%,1,Los Angeles,Gaming,Cheque,4.7,8.21,25%-50%,2,0,1,0,0
85130,2,min-25%,1,Mumbai,Utilities,Crypto,6.8,10.88,50%-75%,0,0,0,1,0
85131,15,50%-75%,0,Melbourne,Electronics,Credit Card,4.9,7.19,25%-50%,1,0,0,0,0
85132,22,75%-max,0,New York,Jewelry,Credit Card,6.2,25.11,75%-max,0,0,1,1,0
85133,23,75%-max,0,London,Travel,Bank Transfer,8.8,2.56,min-25%,0,0,1,1,0
85134,9,25%-50%,0,Osaka,Online Shopping,Debit Card,11.9,21.89,75%-max,0,0,0,0,0
85135,8,25%-50%,0,Guadalajara,Travel,Credit Card,0.3,5.94,25%-50%,0,0,0,0,0
85136,9,25%-50%,1,Los Angeles,Gaming,Debit Card,7.6,18.06,75%-max,0,1,0,0,0
85137,3,min-25%,0,Guadalajara,Healthcare,Debit Card,0.1,51.92,75%-max,0,0,0,1,0
85138,21,75%-max,0,Mexico City,Restaurant,Debit Card,2.0,27.42,75%-max,0,0,0,0,0
85139,15,50%-75%,1,Osaka,Crypto Exchange,Debit Card,7.9,9.89,50%-75%,0,0,0,0,0
85140,18,50%-75%,0,Melbourne,Restaurant,Crypto,0.2,3.73,25%-50%,0,0,0,0,0
85141,13,50%-75%,1,Lyon,Online Shopping,Debit Card,2.4,30.06,75%-max,0,0,0,0,0
85142,11,25%-50%,0,Melbourne,Gaming,Credit Card,4.3,4.35,25%-50%,0,0,0,0,0
85143,13,50%-75%,1,Los Angeles,Entertainment,Credit Card,2.3,14.85,50%-75%,0,0,0,0,0
85144,5,min-25%,0,Vancouver,Online Shopping,Crypto,8.3,4.77,25%-50%,0,0,0,1,0
85145,15,50%-75%,0,Rio,Grocery,Mobile Payment,11.0,6.26,25%-50%,0,0,0,0,0
85146,6,min-25%,0,Berlin,Entertainment,Credit Card,2.8,5.27,25%-50%,0,1,0,1,1
85147,10,25%-50%,1,Berlin,Healthcare,Debit Card,0.8,11.51,50%-75%,0,0,0,0,0
85148,20,75%-max,0,Tokyo,Grocery,Debit Card,6.1,13.64,50%-75%,0,1,0,0,0
85149,22,75%-max,1,Melbourne,Grocery,Mobile Payment,6.6,7.06,25%-50%,2,0,0,1,0
85150,6,min-25%,1,Tokyo,Restaurant,Debit Card,0.9,23.08,75%-max,2,1,0,1,1
85151,9,25%-50%,1,Melbourne,Online Shopping,Debit Card,4.7,1.05,min-25%,0,1,0,0,0
85152,1,min-25%,0,Osaka,Grocery,Mobile Payment,4.3,6.93,25%-50%,0,0,0,1,0
85153,6,min-25%,0,Rio,Entertainment,Credit Card,2.2,32.26,75%-max,0,0,0,1,0
85154,12,25%-50%,0,Toronto,Education,Credit Card,3.8,3.88,25%-50%,0,0,0,0,0
85155,10,25%-50%,1,Osaka,Education,Debit Card,1.9,1.89,min-25%,0,0,0,0,0
85156,13,50%-75%,0,São Paulo,Electronics,Credit Card,3.2,3.85,25%-50%,0,0,0,0,0
85157,13,50%-75%,0,São Paulo,Education,Credit Card,9.2,10.46,50%-75%,0,0,0,0,0
85158,16,50%-75%,1,Manchester,Education,Credit Card,7.8,5.33,25%-50%,0,0,0,0,0
85159,11,25%-50%,1,Osaka,Healthcare,Credit Card,1.4,21.46,75%-max,0,0,0,0,0
85160,22,75%-max,0,Delhi,Jewelry,Credit Card,6.8,2.82,min-25%,0,0,0,1,0
85161,12,25%-50%,1,Osaka,Restaurant,Credit Card,1.6,2.29,min-25%,0,0,1,0,0
85162,10,25%-50%,1,New York,Gaming,Debit Card,4.6,7.7,25%-50%,0,0,0,0,0
85163,5,min-25%,1,Osaka,Crypto Exchange,Debit Card,4.8,14.9,50%-75%,0,1,0,1,0
85164,12,25%-50%,0,Vancouver,Online Shopping,Cheque,2.4,10.44,50%-75%,0,0,0,0,0
85165,23,75%-max,0,Osaka,Crypto Exchange,Debit Card,10.2,44.26,75%-max,0,0,0,1,0
85166,23,75%-max,0,Los Angeles,Gaming,Credit Card,1.9,0.53,min-25%,0,0,0,1,0
85167,18,50%-75%,0,Berlin,ATM Withdrawal,Debit Card,5.3,0.68,min-25%,1,0,0,0,0
85168,16,50%-75%,0,Toronto,Jewelry,Debit Card,7.9,3.28,min-25%,0,0,0,0,0
85169,1,min-25%,0,Paris,Healthcare,Debit Card,2.6,6.74,25%-50%,0,0,0,1,0
85170,7,25%-50%,0,Vancouver,Online Shopping,Crypto,1.5,3.98,25%-50%,0,0,0,0,0
85171,0,,0,Mexico City,ATM Withdrawal,Debit Card,14.0,1.02,min-25%,0,0,0,1,0
85172,9,25%-50%,1,London,Grocery,Debit Card,2.2,23.59,75%-max,0,0,0,0,0
85173,3,min-25%,1,São Paulo,Crypto Exchange,Mobile Payment,0.5,7.01,25%-50%,0,0,0,1,0
85174,12,25%-50%,0,New York,Fuel,Debit Card,0.8,31.65,75%-max,0,0,0,0,0
85175,22,75%-max,0,Guadalajara,Travel,Credit Card,0.9,12.25,50%-75%,0,0,0,1,0
85176,23,75%-max,0,Los Angeles,Crypto Exchange,Debit Card,1.1,8.21,25%-50%,0,1,0,1,0
85177,2,min-25%,0,Sydney,Utilities,Credit Card,4.8,13.76,50%-75%,0,0,0,1,0
85178,21,75%-max,0,Tokyo,Electronics,Mobile Payment,0.8,6.7,25%-50%,0,0,0,0,0
85179,23,75%-max,0,Osaka,ATM Withdrawal,Bank Transfer,2.0,1.48,min-25%,0,0,0,1,0
85180,6,min-25%,1,Sydney,Utilities,Debit Card,0.2,5.49,25%-50%,1,0,0,1,1
85181,22,75%-max,0,Guadalajara,Education,Credit Card,3.6,29.14,75%-max,0,0,0,1,0
85182,18,50%-75%,0,Tokyo,Fuel,Debit Card,6.1,10.19,50%-75%,0,0,0,0,0
85183,12,25%-50%,1,Delhi,Jewelry,Credit Card,20.7,5.97,25%-50%,0,0,0,0,0
85184,16,50%-75%,1,Melbourne,Clothing,Credit Card,6.9,12.84,50%-75%,0,0,0,0,0
85185,16,50%-75%,0,São Paulo,Healthcare,Credit Card,0.3,25.9,75%-max,1,1,0,0,0
85186,0,,0,New York,Electronics,Debit Card,2.0,9.51,50%-75%,0,1,0,1,0
85187,2,min-25%,0,Guadalajara,Restaurant,Bank Transfer,13.3,44.33,75%-max,1,0,0,1,0
85188,6,min-25%,0,Toronto,Travel,Credit Card,23.2,17.2,75%-max,0,0,0,1,0
85189,0,,0,Manchester,Grocery,Debit Card,0.1,10.83,50%-75%,0,1,0,1,1
85190,14,50%-75%,0,Delhi,Utilities,Bank Transfer,4.2,12.6,50%-75%,0,0,0,0,0
85191,9,25%-50%,0,Munich,Utilities,Bank Transfer,1.6,0.34,min-25%,0,1,1,0,0
85192,21,75%-max,0,São Paulo,Entertainment,Crypto,5.4,7.87,25%-50%,0,1,0,0,0
85193,13,50%-75%,1,Rio,ATM Withdrawal,Cheque,5.5,34.69,75%-max,0,0,0,0,0
85194,16,50%-75%,0,Lyon,Healthcare,Debit Card,1.7,7.72,25%-50%,0,0,0,0,0
85195,4,min-25%,1,Lyon,Utilities,Credit Card,7.0,31.46,75%-max,0,0,0,1,0
85196,6,min-25%,1,Munich,Utilities,Cheque,3.7,13.5,50%-75%,0,0,0,1,0
85197,22,75%-max,0,Paris,Restaurant,Mobile Payment,0.2,32.82,75%-max,0,0,0,1,0
85198,14,50%-75%,0,Tokyo,Crypto Exchange,Credit Card,6.8,16.73,75%-max,0,0,0,0,0
85199,0,,0,Toronto,Fuel,Mobile Payment,0.4,0.15,min-25%,0,0,0,1,0
85200,17,50%-75%,0,Paris,Online Shopping,Debit Card,1.2,6.01,25%-50%,1,0,0,0,1
85201,22,75%-max,0,Tokyo,ATM Withdrawal,Debit Card,5.4,1.75,min-25%,5,0,0,1,0
